land_size_ha,farming_history_years,cooperative_member,tarsim_history_score,fertilizer_purchases,climate_risk_score,repaid,synthetic
46.92240952126165,12,0,0.32155736155906856,18,0.5034037528683912,0,True
28.80053859261573,10,1,0.1377698986059046,18,0.8877464030023644,0,True
23.937725352319212,7,1,0.5185512261629821,19,0.16282031398837915,1,True
13.715295323048732,14,0,0.9208332957250901,3,0.18280971810736246,0,True
16.912665368456334,29,0,0.008480864522397713,17,0.5123430456603899,0,True
26.273283922341122,15,0,0.05614354067641447,13,0.33250966084452427,0,True
22.22611728509981,18,0,0.41704493258507236,3,0.4325192680146577,0,True
1.569797954076356,30,0,0.6759659067550634,11,0.7981969863005333,0,True
41.401450247620716,19,1,0.4761004587670502,10,0.05340747094225906,1,True
44.859958206068455,6,1,0.8975484384654047,13,0.7208438342802297,1,True
7.442329905431233,12,1,0.04408455553747814,1,0.08822926845336554,0,True
27.924789105182946,15,1,0.34014086964374357,11,0.8475010502804202,0,True
5.8744991862044555,14,1,0.35134788938872075,14,0.20189980653567507,1,True
33.77588460547068,4,0,0.3401272259863417,15,0.7349389203479956,0,True
14.421072300030913,3,1,0.48768591212339063,16,0.591879398987689,0,True
33.14142041724914,10,0,0.7905770451946105,13,0.3856221070728476,0,True
36.486233407200686,28,1,0.31788261640281734,14,0.26753625041891527,1,True
38.548050849924024,22,0,0.7444832066322026,1,0.0574593162664091,0,True
5.83317682481688,26,0,0.1464654712790714,16,0.3533802069130071,0,True
45.84258633431159,5,0,0.5607248556339502,7,0.20052875660117597,0,True
11.8955925492966,12,1,0.3750880256655451,11,0.1359125039519823,1,True
2.351921530720899,18,1,0.5392108022955706,11,0.7384981225891342,1,True
27.965197234878428,13,1,0.10774975037224943,20,0.21251499101320048,0,True
18.860653051190717,12,0,0.9534628467609085,6,0.22315804771616843,0,True
41.57459228505445,11,1,0.9062141168017779,8,0.34048145175404365,1,True
40.50844786718294,1,1,0.8263963042906289,15,0.4626531596217692,1,True
16.19837519472441,26,0,0.8927828233880518,13,0.5137127442897002,1,True
47.66852005595238,28,1,0.1466878701814861,6,0.6645462688404131,1,True
14.900432987935872,2,1,0.5037217730196659,7,0.5885220478379273,0,True
25.99532789696987,12,0,0.31790915875652337,17,0.48168387972664173,0,True
13.170271983096336,16,0,0.8873859413041586,17,0.3939402146374703,1,True
46.83415671742368,24,0,0.18943768249946646,3,0.26578621192923446,1,True
8.648086970309897,30,1,0.21994535514197233,8,0.7099426136830395,0,True
2.7230756599202848,12,1,0.6867144563550108,16,0.3175013203937477,1,True
22.037304470150378,23,1,0.08889965908766817,2,0.8495813935258953,0,True
49.622590420763935,29,1,0.7323671769166398,3,0.5861624558879867,1,True
44.63802467961824,25,0,0.26812728831412236,3,0.6339442785281806,1,True
37.55609696311899,9,0,0.6609353652671474,11,0.5087902308777333,1,True
44.59422829848698,25,0,0.8730377863606604,9,0.9285560646520479,1,True
44.72560866504423,12,0,0.6096113732349906,6,0.4215955686177445,1,True
26.18348883912923,0,1,0.212683733286109,2,0.4269684534188126,0,True
16.138488065624255,23,1,0.049165525539216604,13,0.89301449577183,0,True
38.71461538949391,25,1,0.04461397169506587,16,0.6049069209601715,1,True
33.25223252680417,10,1,0.08881188201400791,4,0.4491487157241404,0,True
18.99605757924865,13,0,0.5798179124697159,13,0.2621511145167309,1,True
5.176100069045006,11,1,0.3482178540406512,16,0.2450444450519177,0,True
37.46608576177679,3,0,0.24310697739589815,11,0.801434313755236,0,True
13.491795538181801,30,1,0.21930655779719122,12,0.2794660776237201,1,True
46.872250951422075,0,1,0.948581531903099,3,0.005737690303365683,1,True
12.428043462781396,17,1,0.1188165758920744,20,0.019460639298323645,1,True
6.576517654368558,0,1,0.3048144107726547,20,0.9784026115965646,0,True
41.64007727018286,21,0,0.47147726201919316,14,0.5598379366229443,0,True
8.087573672912455,27,1,0.000449526074255413,18,0.4890246318593954,1,True
9.373781253808085,19,1,0.9209531874757245,12,0.9178760691083302,1,True
30.169448180281755,18,1,0.09909859076010386,13,0.3516873989902928,1,True
43.79082102145449,25,0,0.6824706006861725,17,0.794997559655233,1,True
10.223515952871375,30,0,0.6288654771624883,0,0.7218098127801388,0,True
15.86102180855469,26,1,0.8090638551047372,4,0.477096482321838,1,True
38.98153949293829,7,0,0.6513877305621525,4,0.774631897458691,0,True
48.60540809001788,17,1,0.7693874172159795,13,0.9657783875926372,1,True
25.286688717015945,25,0,0.42124860878852755,5,0.20060737578707066,0,True
7.622926376286913,9,1,0.48870449455162324,8,0.017509414501021503,1,True
1.1898462415559765,20,0,0.7016621021644194,10,0.8214544062642994,0,True
11.867973484943334,0,1,0.5684267210550511,15,0.40358707284481365,1,True
7.025199780432791,27,0,0.5115385502667199,10,0.5444024935150081,0,True
34.044104343836445,19,1,0.20555840605454934,0,0.22246232073253203,1,True
6.5307089791122905,23,0,0.2581082608063754,14,0.8417887618528771,0,True
25.563331615221333,25,1,0.3584972410593935,8,0.7212062490727114,1,True
34.86599056432288,6,0,0.009284385423503183,2,0.9533666281947981,0,True
29.265272156434666,13,1,0.41736344958023697,13,0.4752518715996842,1,True
10.388894757172853,26,1,0.0027684757639128144,5,0.9765650127608276,0,True
40.304164046022,5,1,0.5650154359213367,9,0.5108553929738986,1,True
35.912652915982186,25,0,0.7040287689723489,20,0.6214220908627724,1,True
37.079708193819314,8,0,0.5621486316151264,4,0.6741274398216904,0,True
6.987358702087006,17,0,0.6935199732048759,18,0.4897714557201748,0,True
6.625813280692058,15,0,1.3168556207476811e-05,9,0.5627801909689245,0,True
46.41434627482213,21,1,0.05944197328430956,19,0.22330706470148998,1,True
20.18012059433456,25,1,0.6984624408755553,17,0.36236305813290826,1,True
15.396960243156517,10,0,0.8029001479567706,17,0.7019932450922481,0,True
24.684910244900898,5,1,0.7177015708893945,4,0.03898896001793428,0,True
33.31177853179733,13,0,0.6630122425535516,16,0.700413119967275,1,True
47.80335122382501,18,1,0.70738266381156,7,0.3037756445424884,1,True
14.679088230661723,23,0,0.7395899257961658,19,0.27183583637422215,1,True
46.27801725094534,23,1,0.7243774983675693,20,0.6934884643526109,1,True
1.7305448236196876,10,0,0.7380084776883398,12,0.21494516272075626,0,True
27.982303095177823,29,0,0.07401970741518082,19,0.9616834358893142,0,True
31.881768028213713,2,0,0.06327155149462471,11,0.9906790337130716,0,True
5.741921485662288,3,0,0.36111994322943897,0,0.45810040785145867,0,True
7.4468100546636755,0,1,0.5275967145487956,18,0.40141833584229303,1,True
21.24615880615704,28,1,0.7626190539217277,11,0.07903745639873283,1,True
48.3284796510875,5,0,0.3347078187910125,0,0.778218683794181,0,True
30.004106385101455,18,0,0.2751170766336348,1,0.16272399654623804,0,True
46.684649469210456,25,1,0.7814483081185295,15,0.9330478604760809,1,True
40.31586532284205,23,1,0.24933685145399498,19,0.9905927389552103,1,True
23.63538927698693,29,0,0.8208413768144633,14,0.12240978008171155,1,True
39.34579073798328,1,1,0.17713354972003859,9,0.6830058820927074,0,True
1.382920806860893,12,1,0.3594735228724768,6,0.4659919915677272,0,True
5.90262783990388,15,1,0.4010756094263903,8,0.5411458542105199,0,True
41.556716436695446,21,1,0.29951044730764287,6,0.1795746796547819,1,True
39.942445872095504,19,0,0.003356913887012647,5,0.7235208994449138,0,True
12.015716727338468,17,0,0.23550925782124787,2,0.16661272096512003,0,True
26.77309473465315,9,1,0.3376535588788737,11,0.8852999777437376,0,True
30.49778312465054,3,0,0.31362489452666276,4,0.4539746143431608,0,True
43.453078211912555,13,0,0.7855554964772071,3,0.6348680993675447,0,True
30.35380428826692,8,1,0.04736776253647301,5,0.921791107048329,0,True
20.922292679047175,17,0,0.3889486996552407,16,0.7379395048025368,0,True
19.022110148655543,24,1,0.03751545557944125,12,0.5408478834499694,0,True
21.581163275488738,17,0,0.9306475661290093,10,0.4026776478433599,0,True
32.77058576620872,18,0,0.7902094370310964,12,0.4621351219937042,1,True
43.44078627174008,1,0,0.9821615992380135,11,0.3416730596105393,1,True
22.967895662776836,19,0,0.9101605316960185,10,0.9461838252524052,0,True
12.768058366092227,13,1,0.3158127721160844,17,0.2528578441476489,1,True
12.214786968380267,3,1,0.6915834123305803,15,0.40934628259697237,1,True
37.4277068720506,6,1,0.3065540874784084,3,0.7782239246510758,0,True
40.920153789483564,24,1,0.888211187929624,17,0.3643416726260641,1,True
5.711264952779185,28,0,0.4107528699673414,3,0.8866108964381193,0,True
3.794663419281319,15,0,0.3758875419042321,1,0.24307264014704888,0,True
29.924466355944364,30,1,0.9140687442333334,8,0.03134484170940388,1,True
7.735575587538565,5,0,0.8367402876198543,8,0.6287511122518687,0,True
41.3208774275889,9,1,0.9664135533643016,16,0.5082534577351304,1,True
15.861566359241685,28,1,0.06648808557444685,14,0.9330580798908226,0,True
7.621660682071561,5,1,0.2433388780388599,1,0.4231323258959617,0,True
46.08803838812879,20,1,0.30085774786704567,10,0.1355902579581939,1,True
8.69382027539627,6,1,0.4243520609547621,16,0.3297455372463499,1,True
14.59364407572781,10,1,0.473130045948536,15,0.39321180996042315,1,True
8.103863062006901,14,1,0.291472428066738,10,0.5831318138258048,0,True
6.216758151435071,11,0,0.7904504231450284,12,0.27450049108917596,1,True
1.5468268086537817,27,0,0.22324414448505647,11,0.5503133201738051,0,True
3.2420727536308753,30,1,0.696517313299113,4,0.9080458655659637,1,True
9.14475281132471,15,0,0.8517683155920974,11,0.4237303497985735,0,True
3.1424056650451817,16,1,0.6036982391595863,14,0.6515694939376312,0,True
29.761618897493076,1,0,0.35415892589282083,1,0.22889858712579603,0,True
34.19536907657557,7,1,0.18789124219665132,14,0.8013270450460224,0,True
19.9847076131854,1,1,0.134346194403696,5,0.269670630360059,0,True
16.240559299126446,26,1,0.7441747391490616,0,0.5798027935055567,1,True
25.47404873260039,7,1,0.469131997583516,15,0.300247469732685,1,True
43.812744640613126,10,0,0.046319551167367634,8,0.06740235006184703,0,True
42.6310155276992,26,0,0.9838395069426202,8,0.3196627405610307,1,True
2.652015569633201,22,0,0.67130318298899,13,0.21203066071134924,1,True
9.484171275027942,19,0,0.8441825514269772,11,0.892673768402629,0,True
12.218871119667602,1,1,0.43818867131701145,13,0.2661621146381432,0,True
12.844685003694485,17,1,0.9554386208080249,19,0.974423181768922,1,True
28.776016261267248,17,0,0.19952502092412727,13,0.49234581172486525,0,True
21.104990072308016,9,0,0.1851361229388161,0,0.22106496656764918,0,True
2.938078936415902,23,1,0.8903347347703588,4,0.3913441331656956,1,True
18.993899853748793,28,1,0.8917170640057281,9,0.18343111749758734,1,True
26.425770961523043,8,1,0.4990194854990422,9,0.8336832538454538,0,True
5.53275919373394,10,1,0.12578635535397864,7,0.11996926930647533,1,True
41.756198412533706,9,0,0.3052164582032719,3,0.8735277514954133,0,True
3.0721123900226606,25,0,0.7541523380344677,2,0.045917048452088216,1,True
46.27967251639407,2,0,0.8459919080013034,3,0.29960793152933296,0,True
5.406100508203837,27,0,0.3476547477448171,19,0.13988672024277682,0,True
42.25696010408876,24,0,0.061233681816867835,8,0.6852655459207373,0,True
45.18133062441704,14,0,0.6657266815727806,20,0.512321730993041,1,True
48.988748689036335,18,1,0.7394970414382935,7,0.9393395728478708,1,True
40.20028107354288,27,0,0.42401467586369257,6,0.3661807610806491,1,True
39.08413826818078,23,1,0.5830976116178693,10,0.040749093500493494,1,True
32.30292216177961,8,1,0.9873714975240833,19,0.7616590631951334,1,True
39.06031955161738,1,1,0.2449985993596594,11,0.5795006496757173,0,True
7.16033431645078,20,1,0.5729776937992509,0,0.8274353052444139,0,True
27.035367779408045,4,1,0.6109604135626425,5,0.42613857207360817,0,True
25.954032074425516,2,0,0.5491071960244631,20,0.7381811613564506,0,True
42.949821134066596,30,0,0.8691295579437958,3,0.17106570614946814,1,True
23.408568596879036,14,1,0.6050075319221164,17,0.999526554831841,1,True
19.561930056967498,20,1,0.50789002239129,19,0.17364697486910896,1,True
32.15838192623695,6,0,0.12301502666117314,4,0.829800627658866,0,True
13.68993421629188,3,0,0.7032091992934255,11,0.21243816896272616,0,True
7.4185363422208646,1,0,0.13210736149470037,12,0.7825079845941679,0,True
24.154925064175416,10,0,0.026569893364223662,16,0.861252417027473,0,True
21.13602374544681,0,1,0.4885311630634622,16,0.876640906209768,1,True
12.012212056179248,13,0,0.5724452721477323,1,0.47571844691317644,0,True
18.691834600698837,10,1,0.99905406137388,6,0.42881297311662603,1,True
18.636426266399248,16,1,0.7123267944552865,19,0.8337911301307364,1,True
16.711030438421,18,1,0.8485903202275773,7,0.5794892229508141,1,True
19.283471946482983,9,0,0.3463880390307553,5,0.6212768314885283,0,True
34.444295600069296,14,0,0.5089146825799675,13,0.2360671212086215,1,True
15.195385491278623,2,0,0.9742689906618556,4,0.44615701420260667,0,True
47.46846737240935,9,1,0.41738855214277626,3,0.369448888066787,1,True
45.859226967139804,30,1,0.8072904248023839,16,0.6653215590880341,1,True
24.30506620085389,30,0,0.5259891177444961,2,0.19648328001919602,0,True
16.753879647732095,15,0,0.2239618515300641,18,0.40575192672228866,0,True
27.004022096585157,29,1,0.5804186372108828,5,0.8487320589981576,1,True
42.50374419429441,15,1,0.21806202837032151,2,0.5464456770885323,0,True
32.80307335772505,3,1,0.003026989875741126,15,0.8960439773248119,0,True
40.31739548338033,26,1,0.23589601547334327,3,0.23252744395668068,1,True
26.86975266525414,12,1,0.19314383235509036,7,0.4399033365982695,1,True
31.829422648747226,18,0,0.37092117719943374,7,0.5004162231951051,0,True
14.763702902031856,20,0,0.8885969038092881,10,0.40056740730618634,1,True
36.8772115343594,9,1,0.3878530735986758,9,0.6844935623475303,1,True
10.519027359723058,22,0,0.8451876274909911,4,0.14871981159347036,1,True
34.89250737651566,15,1,0.5556130201315813,4,0.5194003901718577,0,True
43.10559388213176,11,1,0.007614704222566937,4,0.13877235047600922,1,True
7.039090446426425,9,0,0.18873671290321514,1,0.6291974887875548,0,True
30.91179715682503,23,0,0.9312780452080364,13,0.830248133274467,1,True
5.2072395373817635,7,0,0.6041734461977185,9,0.019997046693564058,0,True
36.42292359943563,3,1,0.9295468585722739,2,0.45693622170393444,1,True
4.682414331764251,27,1,0.31012002030345287,6,0.4927035918102952,1,True
46.82902122368099,10,1,0.7165623782827428,14,0.7202542106531372,1,True
7.301692536871207,19,1,0.7720251598972598,5,0.07471993197503579,1,True
47.96457217249948,22,1,0.9756996027362554,8,0.406020781270096,1,True
40.14376671621228,25,0,0.0181764831689607,15,0.7854812311725559,0,True
29.887259221084527,19,0,0.9522372151232462,14,0.5321445615108743,0,True
39.23989317916257,21,1,0.3915902176041651,14,0.7498461881132613,1,True
39.85818452966275,25,1,0.837992405744867,8,0.3640097802716581,1,True
47.32833960945785,29,1,0.5447129182210839,10,0.9200876818858551,1,True
13.042476015039766,1,0,0.5646495430333655,17,0.07734525821951488,0,True
29.708756820236303,23,0,0.3593778881864501,18,0.0911644058027975,1,True
5.20493527943786,5,0,0.8284725903781975,1,0.5284859049090463,0,True
31.000202151194003,27,0,0.2640135708378334,17,0.47082384903565255,1,True
8.978919552593046,1,1,0.49224138617860647,18,0.6384675274649015,0,True
28.465055267885873,7,0,0.5601744987674754,19,0.22905613473921804,1,True
28.83531044467556,5,0,0.7425210934274884,5,0.2260282909768756,0,True
23.566265072570754,18,1,0.47163533704153704,10,0.7491095677697037,0,True
26.370272887899578,0,1,0.6802828988394938,0,0.29176520070467316,0,True
38.314207805326106,0,0,0.4852940963479754,2,0.7272917351600022,0,True
40.0626134673473,15,1,0.6593206369585947,11,0.6407069850795798,1,True
24.861584170983743,30,1,0.6741434762081482,4,0.08332715332917362,1,True
30.179875355369308,16,1,0.7094415605292438,4,0.711129639736074,1,True
46.59619366666004,13,0,0.823299793860326,6,0.8795153746059255,0,True
6.426812630805579,20,1,0.5407225609599173,9,0.8166462573476223,1,True
6.29662651205547,17,1,0.19327816386989327,3,0.008861865889775111,1,True
4.841596089583036,11,1,0.6796408416190554,16,0.5397139061386238,1,True
33.06423260950613,18,1,0.07711808349216187,14,0.9133372117734216,0,True
21.221110889123786,0,0,0.21895502246118403,16,0.5987256741991663,0,True
38.82891009902124,7,1,0.7921575286647992,19,0.29032607065310156,1,True
33.72595495877533,20,1,0.43507014433006597,12,0.19454464199979737,1,True
17.015069037247788,10,1,0.49804416765121706,7,0.684947529354962,0,True
44.96914409439602,1,0,0.9873969184835301,20,0.771253934712873,1,True
38.24534127999729,3,1,0.23517248584891792,11,0.9125847649174004,0,True
13.891479575053697,26,1,0.019552749535934555,9,0.9057165835331052,0,True
18.527504879716673,10,1,0.11137260951784411,8,0.339280166115716,1,True
16.064779020111015,0,0,0.2445018596608296,0,0.603876931505784,0,True
8.301776606937484,22,0,0.7259200243964692,20,0.10151918585899378,1,True
7.815276940838487,16,1,0.775822031984762,17,0.09446255016379745,1,True
46.83830943709933,13,1,0.5654889540141138,14,0.07146856680054658,1,True
22.176249841338286,27,0,0.25504639869816137,4,0.9271442460879121,0,True
19.474331227481787,9,0,0.5217418945268236,19,0.15243242622749353,1,True
36.61944257953021,17,0,0.014957555933934219,3,0.48232619848862857,0,True
27.873156730018547,23,0,0.6818009427417963,5,0.43307236479440725,0,True
46.83892934850388,18,0,0.6142975554091679,1,0.32477110962665445,0,True
39.12492394851491,6,0,0.021796539381543578,6,0.5377306523514364,0,True
24.228793424164746,21,0,0.8170116336327956,6,0.002790890473588603,1,True
19.129793937300896,23,1,0.7634265351621218,16,0.3801493383195974,1,True
49.33826147375394,3,0,0.3082237455683131,6,0.47934406046965405,0,True
